Z,N,Name,Exceso_masa_keV,Lifetime
54,69,123Xe,-8.52E+4,9.53
55,58,113Cs,-5.17E+4,8.57
55,57,112Cs,-4.64E+4,1.16E+2
55,59,114Cs,-5.46E+4,8.50E+1
55,61,116Cs,-6.20E+4,1.00E+2
55,61,116Cs,-6.20E+4,1.00E+2
55,60,115Cs,-5.96E+4,1.02E+2
55,65,120Cs,-7.38E+4,9.97
55,65,120Cs,-7.38E+4,9.97
55,64,119Cs,-7.23E+4,1.39E+1
55,64,119Cs,-7.22e+04,1.39e+01
55,63,118Cs,-6.84E+4,1.27E+1
55,63,118Cs,-6.84E+4,1.27E+1
55,62,117Cs,-6.64E+4,6.24E+1
55,62,117Cs,-6.64E+4,6.24E+1
55,69,124Cs,-8.17E+4,9.15
55,69,124Cs,-8.13e+04,9.15e+00
55,68,123Cs,-8.10E+4,1.21E+1
55,68,123Cs,-8.09e+04,1.21e+01
55,67,122Cs,-7.81E+4,3.36E+1
55,67,122Cs,-7.80e+04,3.37e+01
55,67,122Cs,-7.80e+04,3.37e+01
55,66,121Cs,-7.71E+4,1.42E+1
55,66,121Cs,-7.70e+04,1.43e+01
55,72,127Cs,-8.62E+4,5.57
55,71,126Cs,-8.43E+4,1.03E+1
55,70,125Cs,-8.40E+4,7.73
55,76,131Cs,-8.80E+4,1.77E-1
55,75,130Cs,-8.68E+4,8.35
55,75,130Cs,-8.67e+04,8.36e+00
55,74,129Cs,-8.74E+4,4.55
55,73,128Cs,-8.59E+4,5.37
55,79,134Cs,-8.68E+4,1.60E-2
55,79,134Cs,-8.68e+04,1.60e-02
55,78,133Cs,-8.80E+4,8.00E-3
55,77,132Cs,-8.71E+4,1.03
55,83,138Cs,-8.28E+4,9.15
55,83,138Cs,-8.28e+04,9.16e+00
55,82,137Cs,-8.65E+4,3.02E-1
55,81,136Cs,-8.63E+4,1.87
55,81,136Cs,-8.58e+04,1.87e+00
55,80,135Cs,-8.75E+4,3.64E-1
55,80,135Cs,-8.59e+04,3.64e-01
55,87,142Cs,-7.05E+4,7.06
55,86,141Cs,-7.44E+4,9.19
55,85,140Cs,-7.70E+4,8.19
55,84,139Cs,-8.07E+4,3.13
55,89,144Cs,-6.32E+4,2.01E+1
55,88,143Cs,-6.76E+4,7.57
55,90,145Cs,-6.00E+4,9.06
55,94,149Cs,-4.33E+4,4.00E+2
55,93,148Cs,-4.69E+4,1.30E+1
55,92,147Cs,-5.19E+4,8.38
55,91,146Cs,-5.53E+4,2.89
55,97,152Cs,-2.91E+4,5.00E+2
55,96,151Cs,-3.42E+4,5.00E+2
55,95,150Cs,-3.81E+4,4.00E+2
56,92,148Ba,-5.75E+4,1.49
56,93,149Ba,-5.28E+4,2.51
56,94,150Ba,-4.98E+4,5.68
56,95,151Ba,-4.49E+4,4.00E+2
56,90,146Ba,-6.48E+4,1.77
56,91,147Ba,-6.02E+4,1.97E+1
56,96,152Ba,-4.16E+4,4.00E+2
56,97,153Ba,-3.64E+4,4.00E+2
56,98,154Ba,-3.29E+4,5.00E+2
56,58,114Ba,-4.59E+4,1.02E+2
56,59,115Ba,-4.89E+4,2.00E+2
56,60,116Ba,-5.43E+4,2.00E+2
56,61,117Ba,-5.74E+4,2.50E+2
56,62,118Ba,-6.22E+4,2.00E+2
56,67,123Ba,-7.56E+4,1.21E+1
56,68,124Ba,-7.90E+4,1.24E+1
56,69,125Ba,-7.96E+4,1.09E+1
56,63,119Ba,-6.45E+4,2.00E+2
56,64,120Ba,-6.88E+4,3.00E+2
56,65,121Ba,-7.07E+4,1.41E+2
56,66,122Ba,-7.46E+4,2.79E+1
56,70,126Ba,-8.26E+4,1.24E+1
56,71,127Ba,-8.28E+4,1.13E+1
56,71,127Ba,-8.27e+04,1.14e+01
56,72,128Ba,-8.53E+4,1.61
56,73,129Ba,-8.50E+4,1.05E+1
56,73,129Ba,-8.51e+04,1.05e+01
56,78,134Ba,-8.89E+4,2.51E-1
56,79,135Ba,-8.78E+4,2.45E-1
56,79,135Ba,-8.76e+04,2.45e-01
56,74,130Ba,-8.72E+4,2.87E-1
56,75,131Ba,-8.66E+4,4.15E-1
56,75,131Ba,-8.65e+04,4.15e-01
56,76,132Ba,-8.84E+4,1.05
56,77,133Ba,-8.75E+4,9.92E-1
56,77,133Ba,-8.73e+04,9.92e-01
56,81,137Ba,-8.77E+4,2.48E-1
56,81,137Ba,-8.71e+04,2.48e-01
56,82,138Ba,-8.82E+4,2.49E-1
56,83,139Ba,-8.49E+4,2.53E-1
56,84,140Ba,-8.32E+4,7.90
56,80,136Ba,-8.88E+4,2.45E-1
56,80,136Ba,-8.69e+04,2.45e-01
56,89,145Ba,-6.75E+4,8.47
56,85,141Ba,-7.97E+4,5.31
56,86,142Ba,-7.78E+4,5.92
56,87,143Ba,-7.39E+4,6.75
56,88,144Ba,-7.17E+4,7.13
57,60,117La,-4.62E+4,2.00E+2
57,63,120La,-5.75E+4,3.00E+2
57,68,125La,-7.37E+4,2.59E+1
57,68,125La,-7.37e+04,2.60e+01
57,69,126La,-7.49E+4,9.05E+1
57,69,126La,-7.49E+4,9.05E+1
57,64,121La,-6.21E+4,3.00E+2
57,65,122La,-6.45E+4,2.98E+2
57,66,123La,-6.86E+4,1.96E+2
57,67,124La,-7.02E+4,5.66E+1
57,67,124La,-7.02E+4,5.66E+1
57,71,128La,-7.86E+4,5.44E+1
57,71,128La,-7.86E+4,5.44E+1
57,72,129La,-8.13E+4,2.13E+1
57,72,129La,-8.12e+04,2.13e+01
57,73,130La,-8.16E+4,2.59E+1
57,74,131La,-8.37E+4,2.79E+1
57,70,127La,-7.78E+4,2.60E+1
57,70,127La,-7.79e+04,2.60e+01
57,79,136La,-8.60E+4,5.31E+1
57,79,136La,-8.58e+04,5.32e+01
57,75,132La,-8.37E+4,3.63E+1
57,75,132La,-8.35e+04,3.64e+01
57,76,133La,-8.54E+4,2.79E+1
57,77,134La,-8.52E+4,1.99E+1
57,78,135La,-8.66E+4,9.43
57,82,139La,-8.72E+4,6.07E-1
57,83,140La,-8.43E+4,6.07E-1
57,84,141La,-8.29E+4,4.12
57,85,142La,-8.00E+4,6.28
57,80,137La,-8.71E+4,1.64
57,81,138La,-8.65E+4,4.16E-1
57,86,143La,-7.81E+4,7.32
57,87,144La,-7.48E+4,1.29E+1
57,88,145La,-7.28E+4,1.22E+1
57,89,146La,-6.92E+4,1.67
57,89,146La,-6.91e+04,1.68e+00
57,93,150La,-5.63E+4,2.51
57,94,151La,-5.33E+4,4.35E+2
57,95,152La,-4.92E+4,3.00E+2
57,96,153La,-4.60E+4,3.00E+2
57,90,147La,-6.66E+4,1.07E+1
57,91,148La,-6.27E+4,1.94E+1
57,92,149La,-6.02E+4,2.00E+2
57,97,154La,-4.15E+4,3.00E+2
57,98,155La,-3.79E+4,4.00E+2
57,99,156La,-3.30E+4,4.00E+2
57,100,157La,-2.90E+4,3.00E+2
58,100,158Ce,-3.65E+4,4.00E+2
58,63,121Ce,-5.26E+4,4.01E+2
58,64,122Ce,-5.78E+4,4.01E+2
58,69,127Ce,-7.19E+4,2.88E+1
58,69,127Ce,-7.20e+04,2.89e+01
58,65,123Ce,-6.02E+4,2.98E+2
58,66,124Ce,-6.49E+4,2.98E+2
58,67,125Ce,-6.66E+4,1.96E+2
58,67,125Ce,-6.66e+04,1.96e+02
58,68,126Ce,-7.08E+4,2.79E+1
58,72,130Ce,-7.94E+4,2.79E+1
58,73,131Ce,-7.97E+4,3.28E+1
58,73,131Ce,-7.96e+04,3.28e+01
58,74,132Ce,-8.24E+4,2.04E+1
58,75,133Ce,-8.24E+4,1.63E+1
58,75,133Ce,-8.24e+04,1.64e+01
58,70,128Ce,-7.55E+4,2.79E+1
58,71,129Ce,-7.62E+4,2.79E+1
58,76,134Ce,-8.48E+4,2.03E+1
58,77,135Ce,-8.46E+4,1.02E+1
58,77,135Ce,-8.42e+04,1.03e+01
58,78,136Ce,-8.65E+4,3.24E-1
58,79,137Ce,-8.59E+4,3.60E-1
58,79,137Ce,-8.57e+04,3.60e-01
58,83,141Ce,-8.54E+4,1.31
58,84,142Ce,-8.45E+4,2.44
58,85,143Ce,-8.16E+4,2.44
58,86,144Ce,-8.04E+4,2.83
58,80,138Ce,-8.75E+4,4.99E-1
58,80,138Ce,-8.54e+04,4.99e-01
58,81,139Ce,-8.69E+4,2.08
58,81,139Ce,-8.62e+04,2.09e+00
58,82,140Ce,-8.80E+4,1.31
58,87,145Ce,-7.70E+4,3.39E+1
58,88,146Ce,-7.56E+4,1.46E+1
58,89,147Ce,-7.20E+4,8.58
58,94,152Ce,-5.89E+4,2.00E+2
58,95,153Ce,-5.49E+4,2.00E+2
58,96,154Ce,-5.22E+4,2.00E+2
58,97,155Ce,-4.77E+4,3.00E+2
58,90,148Ce,-7.03E+4,1.11E+1
58,91,149Ce,-6.66E+4,1.02E+1
58,92,150Ce,-6.48E+4,1.16E+1
58,93,151Ce,-6.12E+4,1.76E+1
58,98,156Ce,-4.48E+4,3.00E+2
58,99,157Ce,-3.99E+4,4.00E+2
59,100,159Pr,-4.07E+4,4.00E+2
59,101,160Pr,-3.62E+4,4.00E+2
59,102,161Pr,-3.24E+4,5.00E+2
59,85,144Pr,-8.07E+4,2.70
59,85,144Pr,-8.07e+04,2.71e+00
59,84,143Pr,-8.30E+4,1.81
59,87,146Pr,-7.66E+4,3.43E+1
59,86,145Pr,-7.96E+4,7.14
59,81,140Pr,-8.46E+4,6.14
59,80,139Pr,-8.48E+4,3.64
59,83,142Pr,-8.37E+4,1.49
59,83,142Pr,-8.38e+04,1.50e+00
59,82,141Pr,-8.60E+4,1.49
59,89,148Pr,-7.25E+4,1.50E+1
59,89,148Pr,-7.25e+04,1.50e+01
59,88,147Pr,-7.54E+4,1.58E+1
59,90,149Pr,-7.10E+4,9.87
59,96,155Pr,-5.54E+4,1.71E+1
59,95,154Pr,-5.78E+4,1.00E+2
59,98,157Pr,-4.84E+4,3.16
59,97,156Pr,-5.14E+4,1.02
59,92,151Pr,-6.67E+4,1.16E+1
59,91,150Pr,-6.83E+4,9.01
59,94,153Pr,-6.15E+4,1.18E+1
59,93,152Pr,-6.37E+4,1.85E+1
59,99,158Pr,-4.41E+4,3.00E+2
59,62,121Pr,-4.15E+4,5.00E+2
59,65,124Pr,-5.31E+4,4.01E+2
59,67,126Pr,-6.03E+4,1.96E+2
59,66,125Pr,-5.80E+4,3.00E+2
59,69,128Pr,-6.63E+4,2.98E+1
59,68,127Pr,-6.45E+4,1.96E+2
59,74,133Pr,-7.79E+4,1.24E+1
59,74,133Pr,-7.77e+04,1.25e+01
59,73,132Pr,-7.52E+4,2.88E+1
59,76,135Pr,-8.09E+4,1.18E+1
59,75,134Pr,-7.85E+4,2.03E+1
59,75,134Pr,-7.85e+04,2.03e+01
59,70,129Pr,-6.97E+4,2.98E+1
59,72,131Pr,-7.43E+4,4.69E+1
59,72,131Pr,-7.41e+04,4.70e+01
59,71,130Pr,-7.11E+4,6.42E+1
59,71,130Pr,-7.11E+4,6.42E+1
59,78,137Pr,-8.32E+4,8.13
59,77,136Pr,-8.13E+4,1.14E+1
59,79,138Pr,-8.31E+4,1.00E+1
59,79,138Pr,-8.28e+04,1.00e+01
60,103,163Nd,-3.40E+4,5.00E+2
60,101,161Nd,-4.22E+4,4.00E+2
60,102,162Nd,-3.90E+4,4.00E+2
60,100,160Nd,-4.67E+4,4.65E+1
60,74,134Nd,-7.56E+4,1.18E+1
60,73,133Nd,-7.23E+4,4.65E+1
60,73,133Nd,-7.22e+04,4.66e+01
60,72,132Nd,-7.14E+4,2.42E+1
60,71,131Nd,-6.77E+4,2.75E+1
60,70,130Nd,-6.65E+4,2.79E+1
60,79,139Nd,-8.20E+4,2.75E+1
60,79,139Nd,-8.18e+04,2.75e+01
60,78,138Nd,-8.20E+4,1.16E+1
60,77,137Nd,-7.95E+4,1.17E+1
60,77,137Nd,-7.91e+04,1.17e+01
60,76,136Nd,-7.91E+4,1.18E+1
60,75,135Nd,-7.62E+4,1.91E+1
60,75,135Nd,-7.61e+04,1.91e+01
60,85,145Nd,-8.14E+4,1.27
60,84,144Nd,-8.37E+4,1.25
60,83,143Nd,-8.40E+4,1.25
60,82,142Nd,-8.59E+4,1.25
60,81,141Nd,-8.41E+4,3.18
60,81,141Nd,-8.34e+04,3.18e+00
60,80,140Nd,-8.42E+4,3.26
60,89,149Nd,-7.43E+4,2.05
60,88,148Nd,-7.74E+4,2.05
60,87,147Nd,-7.81E+4,1.27
60,86,146Nd,-8.09E+4,1.27
60,96,156Nd,-6.02E+4,1.30
60,95,155Nd,-6.22E+4,9.15
60,94,154Nd,-6.55E+4,1.02
60,93,153Nd,-6.73E+4,2.74
60,92,152Nd,-7.01E+4,2.44E+1
60,91,151Nd,-7.09E+4,1.13
60,90,150Nd,-7.36E+4,1.12
60,99,159Nd,-4.97E+4,2.98E+1
60,98,158Nd,-5.38E+4,1.30
60,97,157Nd,-5.64E+4,2.13
60,69,129Nd,-6.23E+4,2.02E+2
60,69,129Nd,-6.23E+4,2.02E+2
60,68,128Nd,-6.05E+4,2.00E+2
60,67,127Nd,-5.59E+4,3.00E+2
60,66,126Nd,-5.33E+4,3.00E+2
60,65,125Nd,-4.80E+4,4.00E+2
61,69,130Pm,-5.54E+4,2.00E+2
61,68,129Pm,-5.31E+4,3.00E+2
61,67,128Pm,-4.82E+4,3.00E+2
61,75,136Pm,-7.11E+4,6.90E+1
61,75,136Pm,-7.09e+04,6.91e+01
61,74,135Pm,-7.00E+4,8.29E+1
61,74,135Pm,-7.00E+4,8.29E+1
61,73,134Pm,-6.67E+4,4.19E+1
61,73,134Pm,-6.67E+4,4.19E+1
61,72,133Pm,-6.54E+4,5.03E+1
61,72,133Pm,-6.53e+04,5.03e+01
61,71,132Pm,-6.16E+4,1.49E+2
61,70,131Pm,-5.97E+4,2.00E+2
61,79,140Pm,-7.82E+4,2.42E+1
61,79,140Pm,-7.78e+04,2.42e+01
61,78,139Pm,-7.75E+4,1.35E+1
61,78,139Pm,-7.73e+04,1.36e+01
61,77,138Pm,-7.49E+4,1.16E+1
61,76,137Pm,-7.40E+4,1.30E+1
61,76,137Pm,-7.39e+04,1.30e+01
61,86,147Pm,-7.90E+4,1.28
61,85,146Pm,-7.94E+4,4.27
61,84,145Pm,-8.12E+4,2.80
61,83,144Pm,-8.14E+4,2.91
61,82,143Pm,-8.29E+4,2.94
61,81,142Pm,-8.11E+4,2.35E+1
61,80,141Pm,-8.05E+4,1.39E+1
61,89,150Pm,-7.35E+4,2.00E+1
61,88,149Pm,-7.60E+4,2.18
61,87,148Pm,-7.68E+4,5.69
61,87,148Pm,-7.67e+04,5.69e+00
61,97,158Pm,-5.91E+4,8.88E-1
61,96,157Pm,-6.22E+4,7.00
61,95,156Pm,-6.41E+4,1.18
61,95,156Pm,-6.40e+04,1.19e+00
61,94,155Pm,-6.69E+4,4.71
61,93,154Pm,-6.82E+4,2.50E+1
61,93,154Pm,-6.81e+04,2.50e+01
61,92,153Pm,-7.06E+4,9.06
61,91,152Pm,-7.12E+4,2.59E+1
61,91,152Pm,-7.11e+04,2.59e+01
61,91,152Pm,-7.12E+4,2.59E+1
61,90,151Pm,-7.33E+4,4.61
61,99,160Pm,-5.28E+4,2.04
61,99,160Pm,-5.27e+04,2.05e+00
61,98,159Pm,-5.65E+4,1.00E+1
61,104,165Pm,-3.46E+4,5.00E+2
61,100,161Pm,-5.00E+4,9.03
61,101,162Pm,-4.60E+4,3.00E+2
61,102,163Pm,-4.29E+4,4.00E+2
61,103,164Pm,-3.83E+4,4.00E+2
62,67,129Sm,-4.23E+4,5.00E+2
62,68,130Sm,-4.77E+4,4.00E+2
62,69,131Sm,-5.02E+4,4.00E+2
62,77,139Sm,-7.23E+4,1.08E+1
62,77,139Sm,-7.19e+04,1.09e+01
62,78,140Sm,-7.54E+4,1.24E+1
62,79,141Sm,-7.59E+4,8.53
62,79,141Sm,-7.58e+04,8.54e+00
62,70,132Sm,-5.51E+4,3.00E+2
62,71,133Sm,-5.72E+4,2.98E+2
62,71,133Sm,-5.72E+4,2.98E+2
62,72,134Sm,-6.13E+4,1.96E+2
62,73,135Sm,-6.28E+4,1.54E+2
62,74,136Sm,-6.68E+4,1.24E+1
62,75,137Sm,-6.79E+4,2.86E+1
62,76,138Sm,-7.14E+4,1.18E+1
62,88,150Sm,-7.70E+4,1.11
62,89,151Sm,-7.45E+4,1.11
62,80,142Sm,-7.89E+4,1.86
62,81,143Sm,-7.95E+4,2.75
62,81,143Sm,-7.88e+04,2.75e+00
62,82,144Sm,-8.19E+4,1.45
62,83,145Sm,-8.06E+4,1.48
62,84,146Sm,-8.09E+4,3.04
62,85,147Sm,-7.92E+4,1.26
62,86,148Sm,-7.93E+4,1.24
62,87,149Sm,-7.71E+4,1.15
62,102,164Sm,-4.79E+4,4.09
62,101,163Sm,-5.05E+4,7.35
62,100,162Sm,-5.43E+4,3.52
62,106,168Sm,-3.16E+4,3.00E+2
62,105,167Sm,-3.53E+4,5.00E+2
62,104,166Sm,-4.04E+4,4.00E+2
62,103,165Sm,-4.35E+4,4.00E+2
62,99,161Sm,-5.66E+4,6.81
62,90,152Sm,-7.47E+4,1.01
62,91,153Sm,-7.25E+4,1.02
62,92,154Sm,-7.24E+4,1.30
62,93,155Sm,-7.01E+4,1.33
62,94,156Sm,-6.93E+4,8.52
62,95,157Sm,-6.66E+4,4.43
62,96,158Sm,-6.52E+4,4.78
62,97,159Sm,-6.22E+4,5.93
62,98,160Sm,-6.02E+4,1.95
63,107,170Eu,-3.08E+4,5.00E+2
63,106,169Eu,-3.56E+4,5.00E+2
63,101,164Eu,-5.32E+4,2.06
63,100,163Eu,-5.65E+4,9.04E-1
63,103,166Eu,-4.67E+4,1.00E+2
63,102,165Eu,-5.07E+4,5.21
63,105,168Eu,-3.92E+4,4.00E+2
63,104,167Eu,-4.37E+4,4.00E+2
63,67,130Eu,-3.35E+4,5.39E+2
63,68,131Eu,-3.94E+4,4.00E+2
63,69,132Eu,-4.22E+4,4.00E+2
63,78,141Eu,-6.99E+4,1.26E+1
63,78,141Eu,-6.98e+04,1.26e+01
63,79,142Eu,-7.13E+4,3.00E+1
63,79,142Eu,-7.08e+04,3.01e+01
63,71,134Eu,-4.98E+4,3.00E+2
63,72,135Eu,-5.41E+4,1.96E+2
63,73,136Eu,-5.62E+4,1.96E+2
63,73,136Eu,-5.62E+4,1.96E+2
63,74,137Eu,-6.01E+4,4.37
63,75,138Eu,-6.17E+4,2.79E+1
63,76,139Eu,-6.53E+4,1.31E+1
63,77,140Eu,-6.69E+4,5.15E+1
63,77,140Eu,-6.68e+04,5.15e+01
63,89,152Eu,-7.28E+4,1.16
63,89,152Eu,-7.28e+04,1.17e+00
63,89,152Eu,-7.27e+04,1.17e+00
63,80,143Eu,-7.42E+4,1.09E+1
63,81,144Eu,-7.56E+4,1.07E+1
63,82,145Eu,-7.79E+4,3.06
63,83,146Eu,-7.71E+4,6.00
63,84,147Eu,-7.75E+4,2.56
63,85,148Eu,-7.62E+4,9.96
63,86,149Eu,-7.64E+4,3.90
63,87,150Eu,-7.47E+4,6.23
63,87,150Eu,-7.48e+04,6.23e+00
63,88,151Eu,-7.46E+4,1.16
63,90,153Eu,-7.33E+4,1.17
63,91,154Eu,-7.17E+4,1.18
63,91,154Eu,-7.16e+04,1.19e+00
63,92,155Eu,-7.18E+4,1.25
63,93,156Eu,-7.00E+4,3.53
63,94,157Eu,-6.94E+4,4.23
63,95,158Eu,-6.72E+4,2.03
63,96,159Eu,-6.60E+4,4.32
63,97,160Eu,-6.34E+4,9.04E-1
63,97,160Eu,-6.34e+04,9.04e-01
63,98,161Eu,-6.17E+4,1.04E+1
63,99,162Eu,-5.87E+4,1.31
63,99,162Eu,-5.86e+04,1.31e+00
64,79,143Gd,-6.82E+4,2.00E+2
64,79,143Gd,-6.81e+04,2.00e+02
64,70,134Gd,-4.15E+4,4.00E+2
64,72,136Gd,-4.90E+4,2.98E+2
64,71,135Gd,-4.42E+4,4.00E+2
64,74,138Gd,-5.56E+4,2.00E+2
64,73,137Gd,-5.12E+4,2.98E+2
64,76,140Gd,-6.17E+4,2.79E+1
64,75,139Gd,-5.76E+4,1.96E+2
64,75,139Gd,-5.74e+04,1.96e+02
64,78,142Gd,-6.69E+4,2.79E+1
64,77,141Gd,-6.32E+4,1.97E+1
64,77,141Gd,-6.28e+04,1.98e+01
64,81,145Gd,-7.29E+4,1.97E+1
64,81,145Gd,-7.22e+04,1.97e+01
64,80,144Gd,-7.17E+4,2.79E+1
64,83,147Gd,-7.53E+4,1.88
64,82,146Gd,-7.60E+4,4.07
64,85,149Gd,-7.51E+4,3.31
64,84,148Gd,-7.62E+4,1.46
64,87,151Gd,-7.41E+4,2.99
64,86,150Gd,-7.57E+4,6.05
64,89,153Gd,-7.28E+4,1.00
64,88,152Gd,-7.47E+4,1.00
64,90,154Gd,-7.37E+4,9.94E-1
64,92,156Gd,-7.25E+4,9.83E-1
64,91,155Gd,-7.20E+4,9.83E-1
64,94,158Gd,-7.06E+4,9.76E-1
64,93,157Gd,-7.08E+4,9.77E-1
64,96,160Gd,-6.79E+4,1.12
64,95,159Gd,-6.85E+4,9.80E-1
64,98,162Gd,-6.42E+4,3.96
64,97,161Gd,-6.55E+4,1.50
64,99,163Gd,-6.13E+4,7.97E-1
64,99,163Gd,-6.13e+04,7.97e-01
64,104,168Gd,-4.81E+4,3.00E+2
64,103,167Gd,-5.07E+4,5.21
64,102,166Gd,-5.43E+4,1.58
64,101,165Gd,-5.65E+4,1.30
64,100,164Gd,-5.96E+4,1.00
64,108,172Gd,-3.29E+4,3.00E+2
64,107,171Gd,-3.62E+4,5.00E+2
64,106,170Gd,-4.08E+4,5.00E+2
64,105,169Gd,-4.38E+4,4.00E+2
65,101,166Tb,-5.78E+4,1.46
65,100,165Tb,-6.05E+4,1.54
65,103,168Tb,-5.27E+4,4.19
65,102,167Tb,-5.58E+4,1.92
65,109,174Tb,-3.19E+4,5.00E+2
65,108,173Tb,-3.65E+4,5.00E+2
65,105,170Tb,-4.67E+4,3.00E+2
65,104,169Tb,-5.04E+4,3.00E+2
65,107,172Tb,-3.96E+4,5.00E+2
65,106,171Tb,-4.37E+4,4.00E+2
65,80,145Tb,-6.63E+4,1.10E+2
65,82,147Tb,-7.07E+4,8.09
65,82,147Tb,-7.07e+04,8.10e+00
65,81,146Tb,-6.77E+4,4.48E+1
65,81,146Tb,-6.77E+4,4.48E+1
65,84,149Tb,-7.14E+4,3.62
65,84,149Tb,-7.15e+04,3.63e+00
65,83,148Tb,-7.05E+4,1.24E+1
65,83,148Tb,-7.04e+04,1.25e+01
65,86,151Tb,-7.16E+4,4.09
65,86,151Tb,-7.15e+04,4.09e+00
65,85,150Tb,-7.11E+4,7.37
65,85,150Tb,-7.06e+04,7.37e+00
65,88,153Tb,-7.13E+4,3.94
65,87,152Tb,-7.07E+4,4.00E+1
65,87,152Tb,-7.02e+04,4.00e+01
65,89,154Tb,-7.01E+4,4.53E+1
65,89,154Tb,-7.01e+04,4.53e+01
65,89,154Tb,-7.00e+04,4.53e+01
65,91,156Tb,-7.00E+4,3.76
65,91,156Tb,-7.00E+4,3.76
65,91,156Tb,-7.00e+04,3.77e+00
65,90,155Tb,-7.12E+4,9.83
65,93,158Tb,-6.94E+4,1.26
65,93,158Tb,-6.94e+04,1.27e+00
65,92,157Tb,-7.07E+4,1.01
65,95,160Tb,-6.78E+4,1.11
65,94,159Tb,-6.95E+4,1.10
65,97,162Tb,-6.58E+4,2.04
65,97,162Tb,-6.56e+04,2.05e+00
65,96,161Tb,-6.74E+4,1.21
65,99,164Tb,-6.21E+4,1.86
65,99,164Tb,-6.20e+04,1.86e+00
65,98,163Tb,-6.45E+4,4.05
65,70,135Tb,-3.30E+4,4.00E+2
65,73,138Tb,-4.36E+4,3.00E+2
65,75,140Tb,-5.04E+4,8.00E+2
65,74,139Tb,-4.81E+4,2.98E+2
65,77,142Tb,-5.65E+4,7.00E+2
65,77,142Tb,-5.63e+04,7.01e+02
65,76,141Tb,-5.45E+4,1.05E+2
65,79,144Tb,-6.23E+4,2.79E+1
65,79,144Tb,-6.20e+04,2.79e+01
65,78,143Tb,-6.04E+4,5.12E+1
65,78,143Tb,-6.04E+4,5.12E+1
66,75,141Dy,-4.53E+4,2.98E+2
66,76,142Dy,-5.01E+4,7.29E+2
66,73,139Dy,-3.77E+4,5.00E+2
66,74,140Dy,-4.28E+4,4.01E+2
66,79,145Dy,-5.82E+4,6.52
66,79,145Dy,-5.81e+04,6.52e+00
66,77,143Dy,-5.21E+4,1.30E+1
66,77,143Dy,-5.19e+04,1.30e+01
66,78,144Dy,-5.65E+4,7.17
66,82,148Dy,-6.78E+4,8.72
66,83,149Dy,-6.76E+4,9.18
66,83,149Dy,-6.50e+04,9.18e+00
66,80,146Dy,-6.25E+4,6.69
66,80,146Dy,-5.96e+04,6.70e+00
66,81,147Dy,-6.41E+4,8.84
66,81,147Dy,-6.34e+04,8.85e+00
66,86,152Dy,-7.01E+4,4.59
66,87,153Dy,-6.91E+4,4.00
66,84,150Dy,-6.93E+4,4.31
66,85,151Dy,-6.87E+4,3.24
66,88,154Dy,-7.03E+4,7.43
66,89,155Dy,-6.91E+4,9.64
66,90,156Dy,-7.05E+4,9.88E-1
66,93,159Dy,-6.91E+4,1.43
66,94,160Dy,-6.96E+4,7.00E-1
66,91,157Dy,-6.94E+4,5.15
66,92,158Dy,-7.04E+4,2.33
66,97,163Dy,-6.63E+4,6.93E-1
66,98,164Dy,-6.59E+4,6.95E-1
66,95,161Dy,-6.80E+4,6.97E-1
66,96,162Dy,-6.81E+4,6.95E-1
66,99,165Dy,-6.36E+4,6.97E-1
66,99,165Dy,-6.35e+04,6.97e-01
66,110,176Dy,-3.36E+4,5.00E+2
66,102,168Dy,-5.85E+4,1.40E+2
66,101,167Dy,-5.99E+4,4.00
66,100,166Dy,-6.25E+4,8.04E-1
66,106,172Dy,-4.77E+4,3.00E+2
66,106,172Dy,-4.65e+04,3.00e+02
66,105,171Dy,-5.00E+4,2.00E+2
66,104,170Dy,-5.37E+4,2.00E+2
66,103,169Dy,-5.55E+4,3.00E+2
66,109,175Dy,-3.67E+4,5.00E+2
66,108,174Dy,-4.11E+4,5.00E+2
66,107,173Dy,-4.37E+4,4.00E+2
67,73,140Ho,-2.93E+4,5.00E+2
67,76,143Ho,-4.20E+4,2.98E+2
67,77,144Ho,-4.46E+4,8.47
67,74,141Ho,-3.43E+4,4.01E+2
67,75,142Ho,-3.72E+4,4.01E+2
67,78,145Ho,-4.91E+4,7.45
67,79,146Ho,-5.12E+4,6.58
67,80,147Ho,-5.57E+4,5.00
67,83,150Ho,-6.19E+4,1.41E+1
67,83,150Ho,-6.19E+4,1.41E+1
67,84,151Ho,-6.36E+4,8.29
67,84,151Ho,-6.36e+04,8.30e+00
67,81,148Ho,-5.79E+4,8.38E+1
67,81,148Ho,-5.77e+04,8.38e+01
67,82,149Ho,-6.16E+4,1.19E+1
67,82,149Ho,-6.16e+04,1.20e+01
67,87,154Ho,-6.46E+4,8.21
67,87,154Ho,-6.44e+04,8.22e+00
67,88,155Ho,-6.60E+4,1.74E+1
67,85,152Ho,-6.36E+4,1.25E+1
67,85,152Ho,-6.34e+04,1.25e+01
67,86,153Ho,-6.50E+4,5.06
67,86,153Ho,-6.49e+04,5.07e+00
67,89,156Ho,-6.55E+4,3.84E+1
67,89,156Ho,-6.55e+04,3.84e+01
67,89,156Ho,-6.55E+4,3.84E+1
67,90,157Ho,-6.68E+4,2.34E+1
67,91,158Ho,-6.61E+4,2.71E+1
67,91,158Ho,-6.61e+04,2.71e+01
67,91,158Ho,-6.60e+04,2.71e+01
